date,y_true,lstm_pred
2025-06-26,-0.006621400360018015,-0.019583886489272118
2025-06-27,-0.018619263544678688,-0.02004578895866871
2025-06-30,-0.05483532324433327,-0.020408308133482933
2025-07-01,0.04848766699433327,-0.02082420326769352
2025-07-02,-0.0009508330258540809,-0.020386788994073868
2025-07-03,-0.07030747830867767,-0.020274242386221886
2025-07-07,0.013080017641186714,-0.020596077665686607
2025-07-08,-0.006501707714051008,-0.020115209743380547
2025-07-09,0.046198856085538864,-0.019961586222052574
2025-07-10,0.011678449809551239,-0.01992586813867092
2025-07-11,0.010754958726465702,-0.019810529425740242
2025-07-14,-0.019500985741615295,-0.019935455173254013
2025-07-15,0.03444095328450203,-0.020166700705885887
2025-07-16,-0.0070506613701581955,-0.02038983255624771
2025-07-17,0.031555913388729095,-0.020380385220050812
2025-07-18,-0.0035251006484031677,-0.020561514422297478
2025-07-21,0.010959829203784466,-0.020601684227585793
2025-07-22,0.001354092382825911,-0.020883558318018913
2025-07-23,-0.08552543073892593,-0.021122930571436882
2025-07-24,0.034637201577425,-0.021253446117043495
2025-07-25,0.02970684878528118,-0.020655004307627678
2025-07-28,-0.013574889861047268,-0.020131072029471397
2025-07-29,-0.006747506558895111,-0.019905196502804756
2025-07-30,-0.03434052690863609,-0.020026883110404015
2025-07-31,-0.018465032801032066,-0.020234910771250725
2025-08-01,0.02167142555117607,-0.02042960561811924
2025-08-04,-0.001747657428495586,-0.02043936215341091
2025-08-05,0.035604994744062424,-0.02053264155983925
2025-08-06,0.007349951658397913,-0.020766913890838623
2025-08-07,0.022641798481345177,-0.020821770653128624
2025-08-08,0.028057128190994263,-0.021033361554145813
2025-08-11,0.005324552766978741,-0.0210935790091753
2025-08-12,-0.004292710218578577,-0.021154679358005524
2025-08-13,-0.011260099709033966,-0.021375486627221107
2025-08-14,-0.015072159469127655,-0.02170618064701557
2025-08-15,0.0138198621571064,-0.02186378836631775
2025-08-18,-0.017608491703867912,-0.02202359028160572
2025-08-19,-0.016564741730690002,-0.02220514975488186
2025-08-20,-0.011770166456699371,-0.02227027900516987
2025-08-21,0.06031041592359543,-0.022227603942155838
2025-08-22,0.019196337088942528,-0.022252636030316353
2025-08-25,0.014521879144012928,-0.021941130980849266
2025-08-26,-0.005903612822294235,-0.021859990432858467
2025-08-27,-0.010408659465610981,-0.02190111018717289
2025-08-28,-0.03562932088971138,-0.022099096328020096
2025-08-29,-0.013600348494946957,-0.022250492125749588
2025-09-02,0.01425907388329506,-0.02222154475748539
2025-09-03,0.013202304020524025,-0.02212127484381199
2025-09-04,0.03571755811572075,-0.021832531318068504
2025-09-05,-0.012736110016703606,-0.021756267175078392
2025-09-08,0.0016441653715446591,-0.021510371938347816
2025-09-09,0.002360549522563815,-0.021612541750073433
2025-09-10,0.058682724833488464,-0.021796541288495064
2025-09-11,0.07098109275102615,-0.021894438192248344
2025-09-12,0.034992046654224396,-0.021788863465189934
2025-09-15,0.02784968540072441,-0.02144201099872589
2025-09-16,0.010006196796894073,-0.021613100543618202
2025-09-17,-0.021384159103035927,-0.022155670449137688
2025-09-18,0.021877210587263107,-0.022748684510588646
2025-09-19,0.018924599513411522,-0.023593677207827568
2025-09-22,-0.019441083073616028,-0.024376017972826958
2025-09-23,0.039008449763059616,-0.02514938823878765
2025-09-24,-0.04480186104774475,-0.025922579690814018
2025-09-25,0.03938961774110794,-0.026536421850323677
2025-09-26,0.006360288243740797,-0.026854954659938812
2025-09-29,0.0034011942334473133,-0.027189021930098534
2025-09-30,0.03260699659585953,-0.027612758800387383
2025-10-01,-0.05240962654352188,-0.027990497648715973
2025-10-02,-0.014252493157982826,-0.028244756162166595
2025-10-03,0.053054098039865494,-0.028247902169823647
2025-10-06,-0.04549830034375191,-0.02813325636088848
2025-10-07,0.012847468256950378,-0.02829396352171898
2025-10-08,-0.007206358481198549,-0.02823217213153839
2025-10-09,-0.051953352987766266,-0.028535528108477592
2025-10-10,0.052779536694288254,-0.028681868687272072
2025-10-13,-0.0153966648504138,-0.0286185834556818
2025-10-14,0.013674604706466198,-0.028910009190440178
2025-10-15,-0.014816787093877792,-0.028963547199964523
2025-10-16,0.024331310763955116,-0.029330706223845482
2025-10-17,0.018314775079488754,-0.029568275436758995
2025-10-20,-0.010853643529117107,-0.02975916676223278
2025-10-21,-0.008235365152359009,-0.030164433643221855
2025-10-22,0.022547291591763496,-0.03061590902507305
2025-10-23,-0.03457919880747795,-0.030824927613139153
2025-10-24,0.04221181571483612,-0.03059687651693821
2025-10-27,0.01781041920185089,-0.030529113486409187
2025-10-28,0.002082342514768243,-0.030679086223244667
2025-10-29,-0.04750175401568413,-0.03097388707101345
2025-10-30,0.036718133836984634,-0.03143835812807083
2025-10-31,0.025538450106978416,-0.03171791508793831
2025-11-03,-0.05284857377409935,-0.03206975758075714
2025-11-04,0.039306413382291794,-0.032351020723581314
2025-11-05,-0.03559926524758339,-0.032364170998334885
2025-11-06,-0.03744886443018913,-0.03263098746538162
2025-11-07,0.03592274710536003,-0.03249503672122955
2025-11-10,-0.012680321000516415,-0.032274551689624786
2025-11-11,-0.020731106400489807,-0.03242480382323265
2025-11-12,-0.06875240802764893,-0.03250676393508911
2025-11-13,0.005853666458278894,-0.03275009244680405
2025-11-14,0.011238716542720795,-0.032298408448696136
2025-11-17,-0.01893489621579647,-0.031901419162750244
2025-11-18,0.006805426441133022,-0.03150997683405876
2025-11-19,-0.021922199055552483,-0.031286414712667465
2025-11-20,-0.01053019892424345,-0.03137587010860443
2025-11-21,0.0660172700881958,-0.03136973828077316
2025-11-24,0.0038701286539435387,-0.03131507337093353
2025-11-25,0.016974786296486855,-0.0314558781683445
2025-11-26,0.008380619809031487,-0.03166421502828598
2025-11-28,-6.973946437938139e-05,-0.03216221183538437
2025-12-01,-0.0020945908036082983,-0.03289568051695824
2025-12-02,0.03996056690812111,-0.03334586322307587
2025-12-03,0.01728716678917408,-0.03377741202712059
2025-12-04,0.0010335035622119904,-0.034051381051540375
2025-12-05,-0.03447772562503815,-0.03438540920615196
2025-12-08,0.012636566534638405,-0.03482680022716522
2025-12-09,0.01400838978588581,-0.03499777242541313
2025-12-10,-0.010152139700949192,-0.03526630997657776
2025-12-11,0.026650529354810715,-0.03543742001056671
2025-12-12,0.03500417619943619,-0.03558135777711868
2025-12-15,0.030193256214261055,-0.03550386056303978
2025-12-16,-0.04727460443973541,-0.0354250930249691
2025-12-17,0.03389652818441391,-0.03531457856297493
2025-12-18,-0.00449938653036952,-0.03520176559686661
2025-12-19,0.015527202747762203,-0.035323597490787506
2025-12-22,-0.006507353391498327,-0.03523365780711174
2025-12-23,-0.00032957829535007477,-0.03543855622410774
2025-12-24,-0.021258551627397537,-0.03571953997015953
2025-12-26,-0.033271122723817825,-0.03611301630735397
2025-12-29,-0.011399735696613789,-0.036277659237384796
2025-12-30,-0.010418700985610485,-0.03622289374470711
2025-12-31,-0.026246437802910805,-0.036142636090517044
2026-01-02,0.030573122203350067,-0.03601904958486557
2026-01-05,-0.042306527495384216,-0.03564774617552757
2026-01-06,-0.003586402628570795,-0.03555094450712204
2026-01-07,0.010124471969902515,-0.03497003763914108
2026-01-08,0.02091338112950325,-0.03477418050169945
2026-01-09,0.008837002329528332,-0.0345117524266243
2026-01-12,-0.003927828744053841,-0.034360431134700775
2026-01-13,-0.018051031976938248,-0.03432687744498253
